source,line,key,line_sha256,status,replacement,evidence,decision
owtf/data/conf/framework.yaml,186,PHISHING_SCRIPT_DIR,34aefe57ba240997be4a013d87575e2186649c395ccb24f8f4335b0f94712daa,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,189,PHISHING_SCRIPT_DIR,34aefe57ba240997be4a013d87575e2186649c395ccb24f8f4335b0f94712daa,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,192,PHISHING_SCRIPT_DIR,34aefe57ba240997be4a013d87575e2186649c395ccb24f8f4335b0f94712daa,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,194,SET_FILE_EXTENSION_ATTACK,a6e7ff800ff1318e13543941460b38e611541cfc406cd5ba03c346b3808c8927,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,197,PHISHING_PAYLOAD,e1bbc8f35af6b20539b7a434ceed49372200e768ddf09131d0aeaabc1fb1e206,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,199,PHISHING_PAYLOAD,e1bbc8f35af6b20539b7a434ceed49372200e768ddf09131d0aeaabc1fb1e206,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,201,PHISHING_PAYLOAD,e1bbc8f35af6b20539b7a434ceed49372200e768ddf09131d0aeaabc1fb1e206,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,204,PHISHING_PAYLOAD,e1bbc8f35af6b20539b7a434ceed49372200e768ddf09131d0aeaabc1fb1e206,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,207,ATTACHMENT_NAME,4f66b96665f6c520d7fcab221fcc4998350dcaba86a8e7a2d86264c5f3c496fa,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,210,SET_EMAIL_TEMPLATE,b585cdf97b661a365faf734ecead34175ddb8e915c983a4b9430b6da9b6d1008,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,213,MSF_LISTENER_IP,310afc5eb83722c9e718de5ff707fef9e12ed1f81b7c572ecae00bc24f587bee,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,216,MSF_LISTENER_PORT,9374de9fd86503588918eee47dcdeb140d74dc6aed1e00aa2ba097eeca4bafaa,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,219,MSF_LISTENER_SETUP,65bb8ee5639db9ad8e8dc825084f193b2fb90e81f0dfd37b19ebefa26d49f7e5,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,222,EMAIL_TARGET,323dcaeb40e02f3298a5246aa231f6a3f2f291fc92776d35d1e4f3a06c0f4e52,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,225,EMAIL_PRIORITY,b5a986e382f95af126ced21f3eab29d9e287297600532d16b0f620c9134f9568,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,228,PDF_TEMPLATE,ca0038bcdf0baa46b5b1ab76f65a30b05c6720127aba58f2428ff7bf2ebed15d,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,231,WORD_TEMPLATE,95f311b45150b97527cc4f7a58baaff225ef3d1668076c9a983de0106b30642e,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,237,EMAIL_FROM,1530b2e0a51d962c6b63d10a6163260ce5ce446a1c58e479e1efd0d60f54e592,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,240,SMTP_LOGIN,1f54b4b5a63e1653e5f4560eea5a6603d87100c6c35956f96cdf0a552ff758dc,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,243,SMTP_PASS,c0a182384a8f73c99d74b36d8dd195e4c768d808593c3c59510da32d5c8dd92d,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,246,SMTP_HOST,7b489ee3cc85b61b727180b7b2d6979c60b85d0666a240099d3a5b49d2b96bfe,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/framework.yaml,249,SMTP_PORT,4ad6051d27d73e5a3610a8146dba062b7591d6ce0e3dcd68814746c633e01840,removed,Retired remote-shell or phishing orchestration,docs/architecture/settings-decisions.md,Explicit product retirement: remote shell/SBD and SET/phishing lifecycles are outside OWTF. Trusted command plugins and SMTP probing remain supported.
owtf/data/conf/resources.cfg,1,VulnSearch,c1b2f0264ef81375b989449113c58614c1a7de39344d0f53b4bf318092be266a,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,2,VulnSearch,a14681b45aa55cce218d26e4cbf9ce9eb40f4db4f7f09deb39ae90db7917ab9a,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,3,VulnSearch,62bdb2ec370b753cd60395930ed7ca53625255848ac34a4ddc504f988f750015,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,4,VulnSearch,227a33e6c71b0ace396bd59bcd37f9781bf1f16a23120a5e4478ee6db4190635,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,5,VulnSearch,e61d775e009a93a79d1e70bbb3c9ed0bc0713c44d1188c6e97f5cd020b070cd5,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,6,VulnSearch,79b67488150e65b1ddab9199c2e4ce347e937a556844e1b5b3b0e5aeda4b3489,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,8,VulnSearch,cd0620086b7a01651e9d29b5f7423e05f7b1159cc506c44f314b240dbb029ba0,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,9,VulnSearch,b804fa90545bcfce00e3050ddaa30090e2e13fced5690713d7c9dfdc67315211,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,14,PassiveRobotsAnalysisLinks,0c88d6a2246fa172744c3914fab40baff4d6094c97610b27cba4077e686aad6a,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,15,PassiveRobotsAnalysisLinks,413989318b5989f4ece6879cdd7294b126093bf3c70720106b0e642ae8979031,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,16,PassiveRobotsAnalysisHTTPRequests,3db79aec43129be16b66cb6b13974164d39f151dc2a7c2464335b715b7e6866f,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,17,PassiveRobots,33980417100ae714fb0b74f5665b0bdf0e3b3fa5b9e0867513a91e2164cc9896,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,21,PassiveFingerPrint,aa3eec886a78dfa6a7a3ab813b075d1a9a79d533d3ab3f6c524c3615ff6ccd59,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,22,PassiveFingerPrint,935344102dc9016414e29800a762be363d708e51d6568ec484346f8a51bf7122,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,23,PassiveFingerPrint,7b0c9b2f918727674a8c99c0fa8064005d36c711826ed823c87d887a789b7146,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,24,PassiveFingerPrint,adc6827b2776d603e0c5f7d7ca4577ea6b5e40bc558eb88da7776b430ab87b0c,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,25,PassiveFingerPrint,b6a1bc2a99816148fbd70b57bdc88e4c67455c0673d349003f6bf93f2172e3f2,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,26,PassiveFingerPrint,cb4f383ae1ff02484fa4763d2e5f2ba5015a312b676835b0b23caa05e4c6e0bf,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,27,PassiveFingerPrint,fe9ae93589b6e875f457445b94ba7535e7ad01198f35c64736e0d19e2ff59d05,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,28,PassiveFingerPrint,d805958b6a2fcd8a492031bcf37288f30b9a24999a38da3723c8c2ffc1f96e5f,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,29,PassiveMethods,9a0e033d9b120ee8f06436e9a1137230cc4e6bcf1acc36c90038dea1d0819066,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,30,PassiveMethods,a389f0af2268a1a807d03c58ac9b36b7c9246897e998265bfa1ac411d8ba19f5,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,31,PassiveSSL,096d3d90c9bdca6534f8e8ce31e5c727b0441e46f4e26e4a75a0d173715e5eb4,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,32,PassiveSSL,c7e6fa35fe98df04449de72ce6f164dbba9d31eeffd1bd5480d5feb114e43e10,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,33,PassiveSSL,1d2fb7997e26576391521b6c7b4af8519caafcae09e46d413305f694ed401743,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,34,PassiveSSL,b94c93170cbb44b45096b7f3892c61e5540a35caa9934da3607ea4c33bf9750f,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,35,PassiveSearchEngineDiscoveryCmd,766df1cd4ecdeb163f97ca7a0d7c63ef150a703ff575be2fef372df854f12457,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,36,PassiveSearchEngineDiscoveryCmd,95ed468a4d1be3f6030c341a51c19d66081ae750a38db99df891c82679ec741d,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,41,PassiveSearchEngineDiscoveryLnk,484c47470ab73f724a307a5220885f2bf5b452d97a669c0dc8c9ac4ef744515e,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,42,PassiveSearchEngineDiscoveryLnk,ee9bb3d2c73ffd6f0914f0179d6d24611be0ac48e0c140ce26107c93d235c7b4,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,43,PassiveSearchEngineDiscoveryLnk,426440203ec178a38a27b84bf70c8f53e1e530cc66d61e0b2057d66b791f38dd,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,44,PassiveSearchEngineDiscoveryLnk,2e6df3e99386ab0292090508e4fc648bf143be4a392ea4dca40e8195b26f1a25,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,45,PassiveSearchEngineDiscoveryLnk,5226245a9965bff8d46f832e69e4549e63bb227dd94579fbe217cbd612b698f8,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,46,PassiveSearchEngineDiscoveryLnk,2a5f833ebeeba4368844621ab5b36368bdc9a5905ea23e6a3568b9f5389520e0,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,47,PassiveSearchEngineDiscoveryLnk,84b3fd43e5a0005c1452b4e23792ef3e59ad115a8a80659e317a32596fee3e75,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,48,PassiveSearchEngineDiscoveryLnk,61e36e846e58de2714ff776b9013eab04a1c89fa62324cd7366947af4d202ef9,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,49,PassiveSearchEngineDiscoveryLnk,715231a285c6b4d63632b767082ca596ee7b07cf56f5cb24c6330b23aaf152ba,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,50,PassiveSearchEngineDiscoveryLnk,3e7b88cf69c22a96effd48fb68cc02dd80c00ee0eed329121a8ca0fa04f4f169,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,51,PassiveSearchEngineDiscoveryLnk,bc50c560db2286a9758fe3d11a73eed03a81a5f9044e81ad730d347356264aa2,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,52,PassiveSearchEngineDiscoveryLnk,55572cfdd5edcc5b154e78bc808f5ebe23b5c74a467ce8fc5f5eb978cd406d61,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,53,PassiveSearchEngineDiscoveryLnk,4acf1c6871953dec286e30031db796694ccc56ddfe176325d77163eea112c83f,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,54,PassiveSearchEngineDiscoveryLnk,2ff6c077a0c3501b78bdada8ed279681b24d943d69fc34eea2e3254fe64bca39,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,55,PassiveSSIDiscoveryLnk,cb0c1f84a925ccbe8ad4d0de5878570eda78e8af4328743a47bf7b6d39abcedc,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,56,PassiveSearchEngineDiscoveryLnk,461b27a7d4a5a1eaeaae42ee10933ebfdc0f874fda0bbab04c876ed0ba4ef8e2,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,57,PassiveSearchEngineDiscoveryLnk,b5e568c03b070f326356d075e405e6f881ad20978ffa78dd61d2ad9069316a11,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,58,PassiveSearchEngineDiscoveryLnk,1df254e369858de7a7be52732e1c4cbdac4ad49dbcce450e4b38f2a5893cf0d4,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,59,PassiveSearchEngineDiscoveryLnk,8cb1f27c5b5e17a23ba9db962d02d6ad99cbecaf7dd040e321f0b672b8acf628,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,60,PassiveSearchEngineDiscoveryLnk,6b8370faf98428fcfa855830a92d98c1619308b158519ada9421f52bfd89aa6c,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,61,PassiveSearchEngineDiscoveryLnk,9b587917b056b4a0982ad695e6f6bcc6c45d26826408783d4ead4679271d2866,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,62,PassiveSearchEngineDiscoveryLnk,4df090fd5fbbbbc6a8f22009e0d9999b5127010b1ffd9c3a100a516b5120b2e6,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,63,PassiveSearchEngineDiscoveryLnk,e7947ccd640a6c0bf6b2c5c67cd22c3dff6b9e2019027d41a0c5d9461c24287a,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,64,PassiveSearchEngineDiscoveryLnk,e4f94645082c24c484ab94d4dd9ba2d60c7bb06f61f40b226a516c713bae8de9,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,65,PassiveSearchEngineDiscoveryLnk,66bd0203a937ed15751aeea13b946b26e19f3818ecdd92324f7c5d886319784f,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,66,PassiveAppDiscoveryDNS,17764380223cba568b3c3506e390b275530eca8d8d9662d9c1139f6e4d838159,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,67,PassiveAppDiscoveryDNS,b32a8c04460159b117e1a3f372d41e8efd27ca2d7d83df6bc296b26e65b154a1,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,68,PassiveAppDiscoveryDNS,25c2f2ef2beb3087af2d8c5eeff3ebf2c167dc04b5485bf0146211b405dcb8d6,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,69,PassiveAppDiscoveryDNS,0b81927b2e936bf34c55c8c3c9778cf03d6236ce35f127a8ad7a3a0829ae6050,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,70,PassiveAppDiscoveryDNS,08d7305d33d666e582f6adc7e914a1db1893db28d4071b29132bf13e46261dc2,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,71,PassiveAppDiscoveryDNS,da336c9b1e6228e1e2750db7cc86fb7305d368fbd1f1935ceccfee33c6f3dc4a,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,72,PassiveAppDiscoveryDNS,8a83c635f34aa138829527c1fc3bc36880bbedfdc28d14384048546e7dd22dd7,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,73,PassiveAppDiscoveryDNS,426a73ab766f85330619ab6ccf6fc4b13f7b8f1beb75f35ebc07593e4b51164d,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,74,PassiveAppDiscoveryDNS,9cdb7bcceb9e4d521a141df4a5955319868e2af0595e5b4d9fdd527285cfd48d,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,75,PassiveAppDiscoveryDNS,3846ec616276e15318c0bd157c9acaba4b06fa93e78ed4345c7b0dba5d3f0094,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,76,PassiveAppDiscoveryWHOIS,0217202282fd9192849823c594857f9ef8cc42b98d9e5907671bd9f14463f5dd,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,77,PassiveAppDiscoveryWHOIS,65654ee99e5cae3c565db007db75b80c113fe8c35bafbb863cad611bbb86188e,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,78,PassiveAppDiscoveryWHOIS,c66f70f3ead846ecfa74393ba06fa93b5cf9242520378294380f6c9cde4d4959,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,79,PassiveAppDiscoveryWHOIS,84aac8f6bb37b83002731d0f26d097c927e2e4ff24200c3ea9b0e8a5cb758049,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,80,PassiveAppDiscoveryWHOIS,46239b3ff7f56d2fcac6b452475bdd705f6e70800f24ef00d4337481d86971f6,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,81,PassiveAppDiscoveryWHOIS,c0f0a6504d806b767c103fd6737d4fde1f2e1ca91ae2563e8ceeaebf1d49c694,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,82,PassiveAppDiscoveryWHOIS,1c2ed2b7c8512ede46e35beb040edab71175a5e5234c92bbe157ba28d5c2d4b9,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
owtf/data/conf/resources.cfg,83,PassiveAppDiscoveryWHOIS,30db21b22586b93f62da5e719dd470b5f7f627fc008e0be616f784d23b5e4089,gap,No verified resource equivalent,docs/architecture/plugin-support-decisions.csv,This specific legacy resource has no verified mapping; retained related techniques do not establish entry-level parity.
